Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Trail Running,2021-03-31 14:01:41,true,"Piatra Neamt Trail Running","10.26","657","01:02:10","134","168","3.2","158","236","6:04","3:22","252","249","1.03","8.0","8.2","287","48.2% L / 51.8% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","No","01:17.30.8","11","0.0","32","20","41","01:02:09","01:02:10","338","496"
Cycling,2021-03-30 16:19:23,true,"Piatra Neamt Cycling","20.36","802","01:39:23","125","172","3.5","0","0","12.3","32.9","684","692","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","01:15.24","5","0.0","30","15","51","01:34:27","01:39:23","305","652"
Hiking,2021-03-29 16:58:22,true,"Piatra Neamt Hiking","4.85","396","01:09:33","85","112","1.2","100","249","14:20","10:09","273","272","0.70","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","01:09:32.82.9","1","0.0","22","14","30","01:07:06","01:09:33","408","648"
Trail Running,2021-03-28 10:58:11,true,"Piatra Neamt Trail Running","20.31","1,716","02:42:27","144","170","4.4","135","250","8:00","4:25","1,217","1,214","0.92","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","01:45.37.4","21","0.0","17","17","17","02:36:44","02:42:27","331","807"
Trail Running,2021-03-27 12:59:10,true,"Piatra Neamt Trail Running","10.19","788","01:17:53","134","165","3.2","153","218","7:39","3:14","499","496","0.83","9.8","7.9","309","47.6% L / 52.4% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","01:05.77.7","11","0.0","33","22","46","01:17:45","01:17:53","345","651"
Trail Running,2021-03-25 13:49:28,true,"Piatra Neamt Trail Running","8.34","605","01:02:11","129","146","2.7","157","224","7:27","4:23","458","462","0.82","10.4","8.2","302","48.1% L / 51.9% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","No","01:36.64.3","9","0.0","30","14","40","01:02:02","01:02:17","343","652"
Trail Running,2021-03-23 14:21:08,true,"Piatra Neamt Trail Running","10.71","752","01:09:40","137","169","3.3","157","236","6:30","3:34","462","457","0.96","8.2","7.7","281","47.6% L / 52.4% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","5.0","0:00","No","03:07.81.7","11","0.0","33","13","44","01:09:24","01:09:40","346","657"
Trail Running,2021-03-22 16:14:12,true,"Piatra Neamt Trail Running","9.44","661","01:02:18","138","164","3.2","162","254","6:36","2:36","378","386","0.92","9.0","8.2","299","47.8% L / 52.2% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","02:13.65.8","10","0.0","32","18","42","01:02:16","01:02:18","323","646"
Trail Running,2021-03-21 13:07:15,true,"Piatra Neamt Trail Running","10.68","760","01:18:56","129","165","3.0","154","226","7:23","4:27","525","516","0.84","10.1","8.4","296","46.6% L / 53.4% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","No","03:38.79.8","11","0.0","32","14","48","01:15:55","01:18:56","332","665"
Trail Running,2021-03-20 11:58:16,true,"Piatra Neamt Trail Running","17.06","1,284","01:54:33","146","171","4.2","168","250","6:43","4:30","720","700","0.88","9.5","8.2","279","47.5% L / 52.5% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","00:21.09","18","0.0","35","16","45","01:54:18","01:54:33","331","673"
Hiking,2021-03-19 16:07:35,true,"Piatra Neamt Hiking","7.18","569","01:33:16","85","107","2.0","107","244","12:59","8:21","334","342","0.72","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","4.0","0:00","No","01:33:15.93.5","1","0.0","23","12","32","01:30:41","01:33:16","335","642"
Running,2021-03-18 15:46:47,true,"Piatra Neamt Running","7.03","387","00:37:48","132","161","2.4","171","187","5:23","4:18","70","65","1.07","8.6","9.4","254","46.5% L / 53.5% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","00:05.65.6","8","0.0","34","14","47","00:37:45","00:37:48","338","358"
Running,2021-03-17 13:49:25,true,"Piatra Neamt Running","9.01","576","00:55:25","131","168","3.0","164","220","6:09","2:02","240","242","0.97","8.5","8.2","272","47.5% L / 52.5% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","5.0","0:00","No","00:02.23.3","10","0.0","33","14","48","00:54:31","00:55:25","335","494"
Running,2021-03-16 14:09:35,true,"Piatra Neamt Running","7.10","399","00:38:47","131","159","2.4","172","227","5:28","4:21","76","69","1.06","8.7","9.4","252","46.4% L / 53.6% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","00:28.83.9","8","0.0","34","14","46","00:38:46","00:40:13","330","371"
Trail Running,2021-03-14 09:50:06,true,"Piatra Neamt Trail Running","12.35","862","01:24:52","137","173","3.6","154","233","6:52","4:49","371","365","0.94","9.1","8.7","278","47.8% L / 52.2% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","01:52.62.1","13","0.0","34","16","47","01:18:01","01:26:54","328","629"
Trail Running,2021-03-13 14:03:36,true,"Piatra Neamt Trail Running","15.09","1,013","01:39:01","135","157","3.4","161","228","6:34","4:16","631","625","0.93","9.4","8.5","289","47.3% L / 52.7% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","No","00:26.76.7","16","0.0","33","14","43","01:38:54","01:39:01","345","650"
Cycling,2021-03-11 15:24:44,true,"Piatra Neamt Cycling","24.36","478","00:59:28","115","150","2.1","0","0","24.6","39.1","237","204","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","4.0","0:00","No","10:22.58.1","5","0.0","28","14","42","00:58:56","01:01:34","330","402"
Trail Running,2021-03-10 13:36:42,true,"Piatra Neamt Trail Running","8.01","567","00:59:28","124","162","2.6","159","215","7:25","4:31","379","371","0.85","10.0","8.4","302","47.2% L / 52.8% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","00:04.53.9","9","0.0","31","22","41","00:58:36","00:59:28","335","448"
Hiking,2021-03-09 16:57:55,true,"Piatra Neamt Hiking","5.26","431","01:08:41","102","139","1.8","109","250","13:04","5:55","262","255","0.70","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","No","02:10.21.2","3","0.0","--","--","--","01:07:15","01:08:41","346","608"
Trail Running,2021-03-09 14:15:02,true,"Piatra Neamt Trail Running","7.01","436","00:42:55","130","148","2.6","170","178","6:08","4:39","166","163","0.95","9.3","8.9","260","46.9% L / 53.1% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","00:01.75.4","8","0.0","35","22","46","00:42:54","00:42:55","332","478"
Trail Running,2021-03-07 09:10:19,true,"Piatra Neamt Trail Running","21.22","1,619","02:29:53","146","173","5.0","165","256","7:04","4:39","1,150","1,138","0.85","10.0","8.1","292","47.5% L / 52.5% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","4.0","0:00","No","01:04.05.9","22","0.0","36","18","47","02:25:20","02:31:32","322","815"
Cycling,2021-03-05 16:17:38,true,"Piatra Neamt Cycling","21.40","793","01:46:21","118","162","3.0","0","0","12.1","33.6","540","546","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","04:03.55.9","5","0.0","28","12","46","01:38:37","01:46:21","320","646"
Hiking,2021-03-04 15:59:22,true,"Piatra Neamt Hiking","9.58","743","01:33:56","109","141","2.6","125","247","9:48","5:46","547","544","0.81","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","01:33:56.25.4","1","0.0","26","15","38","01:32:59","01:33:56","338","647"
Trail Running,2021-03-03 13:19:27,true,"Piatra Neamt Trail Running","13.81","1,025","01:44:24","132","171","3.4","160","240","7:34","4:39","793","791","0.81","10.3","8.0","296","47.9% L / 52.1% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","04:25.91.2","14","0.0","32","13","49","01:43:08","01:44:24","340","649"
Cycling,2021-03-02 16:02:54,true,"Piatra Neamt Cycling","21.29","825","01:41:28","121","169","3.4","0","0","12.6","28.3","601","591","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","04:14.56.9","5","0.0","30","12","50","01:34:37","01:41:28","327","659"
Trail Running,2021-02-28 10:33:13,true,"Piatra Neamt Trail Running","11.79","1,274","02:06:07","134","170","4.1","141","256","10:42","5:57","1,267","1,241","0.67","11.1","7.6","383","48.0% L / 52.0% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","05:03.08.8","12","0.0","33","14","48","02:03:15","02:06:07","339","649"
Trail Running,2021-02-27 14:09:54,true,"Piatra Neamt Trail Running","6.71","499","01:04:35","112","169","3.3","139","188","9:38","5:31","350","344","0.74","8.7","6.6","328","46.7% L / 53.3% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","06:29.33.8","7","0.0","27","16","44","01:04:03","01:04:35","341","660"
Hiking,2021-02-26 17:26:18,true,"Piatra Neamt Hiking","5.33","437","01:14:49","95","125","1.5","99","250","14:02","8:59","246","246","0.72","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","No","01:14:48.86.5","1","0.0","--","--","--","01:05:38","01:14:49","345","593"
Cycling,2021-02-26 15:20:18,true,"Piatra Neamt Cycling","9.24","452","00:50:14","131","171","3.4","0","0","11.0","25.9","395","386","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","No","20:36.75.5","2","0.0","32","11","50","00:48:35","00:50:14","328","642"
Trail Running,2021-02-24 13:29:52,true,"Piatra Neamt Trail Running","12.74","975","01:29:24","143","172","4.0","165","243","7:01","4:33","655","644","0.85","9.8","8.2","280","47.6% L / 52.4% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","No","04:00.58.5","13","0.0","36","16","48","01:28:36","01:29:24","346","652"
Running,2021-02-23 17:42:27,true,"Alexandru cel Bun Running","2.01","134","00:11:50","134","149","2.1","173","182","5:54","5:14","55","54","0.97","8.8","8.7","264","47.0% L / 53.0% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","00:02.96.7","3","0.0","34","19","43","00:11:45","00:11:50","354","409"
Cycling,2021-02-23 16:18:09,true,"Alexandru cel Bun Cycling","25.31","763","01:20:58","132","173","3.9","0","0","18.8","38.8","725","723","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","No","00:47.09.7","6","0.0","32","13","47","01:19:57","01:21:04","354","720"
Cycling,2021-02-22 15:43:35,true,"Piatra Neamt Cycling","20.05","593","01:17:04","118","165","2.6","0","0","15.6","34.7","491","487","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","No","00:12.96.5","5","0.0","29","12","51","01:13:12","01:17:04","327","412"
Hiking,2021-02-20 15:54:58,true,"Piatra Neamt Hiking","6.72","558","01:36:05","88","110","1.9","99","230","14:18","9:30","351","361","0.71","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","01:36:05.22.7","1","0.0","24","11","38","01:29:48","01:36:05","327","639"
Trail Running,2021-02-19 15:01:44,true,"Piatra Neamt Trail Running","13.90","1,088","01:47:55","140","168","3.8","157","232","7:46","4:49","870","853","0.80","9.7","7.6","323","48.1% L / 51.9% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","4.0","0:00","No","04:46.38.8","14","0.0","34","17","44","01:47:28","01:47:55","346","666"
Hiking,2021-02-18 15:58:41,true,"Piatra Neamt Hiking","7.39","609","01:31:48","97","161","2.5","121","228","12:25","7:34","397","407","0.66","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","3.0","0:00","No","01:31:48.23.8","1","0.0","25","13","45","01:29:49","01:31:48","329","645"
Trail Running,2021-02-17 13:20:07,true,"Piatra Neamt Trail Running","9.03","771","01:13:12","138","170","3.5","152","256","8:06","4:52","632","632","0.80","10.3","8.1","346","47.9% L / 52.1% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","No","00:11.11.9","10","0.0","36","13","49","01:13:04","01:13:12","345","655"
Hiking,2021-02-16 16:32:59,true,"Piatra Neamt Hiking","7.39","618","01:32:13","95","152","2.4","118","247","12:29","7:32","393","396","0.68","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","1.0","0:00","No","01:32:12.62.9","1","0.0","22","10","42","01:28:55","01:32:13","338","655"
Hiking,2021-02-15 15:58:07,true,"Piatra Neamt Hiking","7.24","605","01:35:55","100","157","2.3","112","250","13:15","7:44","456","455","0.68","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","3.0","0:00","No","01:35:55.29.8","1","0.0","21","11","36","01:33:34","01:35:55","345","654"
Trail Running,2021-02-09 16:23:41,true,"Piatra Neamt Running","14.39","1,145","01:33:52","153","175","4.7","169","256","6:31","4:26","610","591","0.88","9.5","8.3","274","45.7% L / 54.3% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","No","01:02.46.4","16","0.0","37","14","48","01:33:42","01:33:52","322","647"
Running,2021-02-08 15:05:35,true,"Piatra Neamt Hiking","9.04","791","01:31:24","121","177","2.9","118","250","10:07","5:05","428","419","0.84","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","01:31:23.68.3","1","0.0","--","--","--","01:23:02","01:31:24","339","653"
Trail Running,2021-02-07 09:59:46,true,"Piatra Neamt Trail Running","20.47","1,507","02:36:51","136","162","3.7","146","256","7:40","4:13","1,172","1,149","0.86","10.0","8.2","307","47.3% L / 52.7% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","5.0","0:00","No","02:15.39.9","21","0.0","33","17","48","02:33:46","02:36:51","346","683"
Hiking,2021-02-06 13:14:12,true,"Piatra Neamt Hiking","7.59","667","01:39:50","104","170","2.7","105","250","13:09","5:55","503","503","0.72","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","4.0","0:00","No","01:39:50.41.6","1","0.0","24","11","42","01:31:43","01:39:50","345","696"
Cycling,2021-02-04 15:08:33,true,"Piatra Neamt Cycling","43.76","973","02:03:01","122","165","3.4","0","0","21.3","44.3","745","750","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","No","09:02.52.3","9","0.0","28","12","45","02:02:22","02:03:01","292","712"
Trail Running,2021-02-02 16:02:00,true,"Piatra Neamt Trail Running","14.12","1,052","01:41:13","140","175","3.6","162","256","7:10","4:31","648","654","0.83","9.8","7.9","292","47.4% L / 52.6% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","00:37.35.2","15","0.0","33","21","45","01:41:03","01:41:13","323","650"
Hiking,2021-02-01 15:29:10,true,"Piatra Neamt Hiking","7.10","579","01:33:26","90","134","2.0","106","244","13:10","6:15","344","348","0.72","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","01:33:26.29.5","1","0.0","22","13","30","01:29:48","01:33:26","341","650"
Trail Running,2021-01-31 11:02:46,true,"Piatra Neamt Trail Running","15.85","1,245","02:21:22","125","153","3.2","133","256","8:55","4:22","1,191","1,207","0.82","10.2","8.2","358","48.3% L / 51.7% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","3.0","0:00","No","04:09.00.3","16","0.0","30","17","43","02:20:45","02:21:22","322","645"
Cycling,2021-01-30 13:51:04,true,"Piatra Neamt Cycling","33.77","714","01:36:42","116","154","2.5","0","0","20.9","39.1","499","496","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","08:44.60.6","7","0.0","27","15","45","01:35:22","01:36:42","302","521"
Mountain Biking,2021-01-29 15:32:42,true,"Piatra Neamt Mountain Biking","21.01","616","01:24:09","115","165","2.5","0","0","15.0","32.7","477","471","0.00","0.0","0.0","0","--","0","0","--","0.0","--","0","0","48.9","2.6","--","0","0","0","--","0:00","8.0","0:00","No","03:09.08.5","5","0.0","26","13","45","01:21:12","01:27:35","313","512"
Trail Running,2021-01-26 16:29:38,true,"Piatra Neamt Trail Running","15.16","1,080","01:33:54","147","175","4.1","171","216","6:12","3:27","571","574","0.92","8.9","8.0","275","47.5% L / 52.5% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","5.0","0:00","No","00:37.49.9","16","0.0","35","14","46","01:33:45","01:33:54","325","670"
Hiking,2021-01-25 15:50:20,true,"Piatra Neamt Hiking","7.16","566","01:28:04","85","107","2.0","112","144","12:18","8:56","342","342","0.73","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","01:28:03.67.8","1","0.0","24","15","32","01:26:45","01:28:04","346","652"
Running,2021-01-24 10:00:01,true,"Piatra Neamt Running","25.02","1,587","02:25:47","147","170","4.8","173","255","5:50","4:05","533","536","0.97","8.8","8.5","259","47.2% L / 52.8% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","No","00:03.75.3","26","0.0","35","15","46","02:25:20","02:29:51","328","707"
Hiking,2021-01-23 10:57:44,true,"Piatra Neamt Hiking","6.55","588","01:41:01","87","119","1.6","94","241","15:25","9:45","461","389","0.69","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","01:41:00.95.8","1","0.0","24","17","34","01:35:35","01:48:15","350","692"
Trail Running,2021-01-21 17:18:09,true,"Piatra Neamt Trail Running","12.01","833","01:12:03","145","172","3.7","173","237","6:00","4:15","429","429","0.95","8.9","8.5","268","46.2% L / 53.8% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","00:02.87.8","13","0.0","34","14","44","01:11:55","01:12:03","326","649"
Trail Running,2021-01-18 15:37:55,true,"Piatra Neamt Trail Running","11.25","824","01:15:57","141","170","3.5","165","232","6:45","4:00","547","564","0.88","9.5","8.0","286","47.8% L / 52.2% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","-2.0","0:00","No","01:07.95.8","12","0.0","34","18","46","01:15:47","01:15:57","327","673"
Trail Running,2021-01-17 14:36:46,true,"Piatra Neamt Trail Running","10.59","782","01:16:23","135","156","3.2","169","212","7:13","4:16","520","521","0.80","10.1","7.6","292","47.7% L / 52.3% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:38.32","11","0.0","33","15","45","01:16:05","01:16:23","344","656"
Hiking,2021-01-16 12:09:27,true,"Piatra Neamt Hiking","9.68","788","02:16:11","85","111","2.1","98","217","14:04","9:27","468","466","0.73","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:16:11.43.4","1","0.0","20","11","32","02:02:23","02:16:21","330","674"
Trail Running,2021-01-14 16:11:16,true,"Piatra Neamt Trail Running","14.01","982","01:22:20","152","172","4.3","171","203","5:53","3:59","501","500","0.98","8.7","8.6","269","47.3% L / 52.7% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","00:02.49","15","0.0","36","14","45","01:22:01","01:22:20","320","662"
Running,2021-01-12 16:24:00,true,"Piatra Neamt Running","15.03","1,055","01:18:45","155","173","4.7","174","226","5:14","4:05","318","315","1.09","7.9","8.9","255","46.4% L / 53.6% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","No","00:10.65.6","16","0.0","36","14","42","01:18:30","01:18:45","327","492"
Hiking,2021-01-11 15:25:51,true,"Piatra Neamt Hiking","6.02","550","01:31:53","106","134","1.8","89","232","15:16","6:02","341","346","0.74","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","No","01:31:53.36","1","0.0","--","--","--","01:20:48","01:31:53","342","649"
Trail Running,2021-01-10 11:52:54,true,"Piatra Neamt Trail Running","13.17","1,161","01:35:22","152","170","4.5","158","256","7:14","4:23","771","770","0.85","10.9","8.6","304","47.7% L / 52.3% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","6.0","0:00","No","03:06.29.8","14","0.0","36","23","45","01:34:12","01:35:22","321","667"
Hiking,2021-01-09 17:48:07,true,"Piatra Neamt Hiking","6.21","518","01:23:54","103","138","1.9","104","250","13:30","9:59","308","316","0.71","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","5.0","0:00","No","01:23:54.38.7","1","0.0","--","--","--","01:20:13","01:23:54","337","653"
Trail Running,2021-01-06 13:07:25,true,"Piatra Neamt Trail Running","11.05","725","01:15:01","129","147","2.9","154","234","6:47","4:31","479","445","0.91","9.4","8.5","322","48.2% L / 51.8% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","No","00:19.64.9","12","0.0","32","16","41","01:14:44","01:15:19","339","644"
Hiking,2021-01-05 15:23:53,true,"Piatra Neamt Hiking","7.22","616","01:27:38","107","153","2.3","113","250","12:08","7:10","342","339","0.73","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","No","01:27:38.27.1","1","0.0","--","--","--","01:25:39","01:27:38","346","650"
Running,2021-01-03 13:51:06,true,"Piatra Neamt Running","12.65","826","01:30:14","125","150","2.9","157","242","7:08","4:07","554","545","0.87","9.7","8.4","296","46.9% L / 53.1% R","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","No","00:01.66.2","14","0.0","31","19","45","01:29:47","01:32:58","331","655"
Running,2021-01-02 14:26:45,true,"Piatra Neamt Running","13.80","991","01:20:15","147","194","4.4","163","204","5:49","3:41","239","217","1.05","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","No","04:03.19.9","14","0.0","--","--","--","01:20:11","01:20:15","306","499"
Hiking,2021-01-01 12:15:28,true,"Piatra Neamt Hiking","7.64","638","01:52:16","101","133","1.8","98","244","14:42","1:43","380","387","0.69","0.0","0.0","0","--","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","01:52:16.22.2","1","0.0","--","--","--","01:46:30","01:52:16","328","632"
